Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokens,Stemmed_Text,Polarity,Predicted_Sentiment
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,2017-03-12 23:30:00, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,"['melancholy', 'lingers', 'bittersweet', 'serenade', 'quietude', 'solitude']","['melancholi', 'linger', 'bittersweet', 'serenad', 'quietud', 'solitud']",0.0,Neutral
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,2015-12-15 16:15:00, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,"['bitterness', 'like', 'poison', 'seeping', 'every', 'crevice', 'wounded', 'heart']","['bitter', 'like', 'poison', 'seep', 'everi', 'crevic', 'wound', 'heart']",0.0,Neutral
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,2021-09-05 13:30:00, WearySoulCrushed , Instagram , #Exhaustion #CrushedSpirit             ,35.0,70.0, Canada     ,2021,9,5,13,"['emotional', 'exhaustion', 'weight', 'world', 'crushing', 'weary', 'shoulders']","['emot', 'exhaust', 'weight', 'world', 'crush', 'weari', 'shoulder']",0.2,Positive
437,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,2018-05-22 20:45:00, StringsOfSorrow , Twitter  , #Sorrow #SymphonyOfLoss                ,18.0,35.0, Germany     ,2018,5,22,20,"['sorrowful', 'echoes', 'symphony', 'pain', 'played', 'strings', 'loss']","['sorrow', 'echo', 'symphoni', 'pain', 'play', 'string', 'loss']",0.0,Neutral
438,442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,2016-07-10 18:20:00, SoulInShadow    , Facebook , #Darkness #SoulEngulfed                 ,28.0,55.0, USA         ,2016,7,10,18,"['darkness', 'descends', 'engulfing', 'soul', 'shadows', 'despair']","['dark', 'descend', 'engulf', 'soul', 'shadow', 'despair']",0.0,Neutral
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,2019-04-30 14:00:00, WhisperedDespair , Instagram , #Desperation #GlimmerOfHope            ,22.0,45.0, France    ,2019,4,30,14,"['desperation', 'whispers', 'silent', 'plea', 'glimmer', 'hope', 'abyss']","['desper', 'whisper', 'silent', 'plea', 'glimmer', 'hope', 'abyss']",0.0,Neutral
440,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,2022-01-08 11:30:00, DreamsInWind    , Twitter  , #Ruins #ShatteredDreams                ,20.0,40.0, Brazil     ,2022,1,8,11,"['heart', 'ruins', 'remnants', 'shattered', 'dreams', 'scattered', 'wind']","['heart', 'ruin', 'remnant', 'shatter', 'dream', 'scatter', 'wind']",-0.15,Negative
441,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,2017-09-10 19:15:00, DreamEchoes , Twitter , #Desolation #ScatteredHope ,20.0,40.0, Australia ,2017,9,10,19,"['shattered', 'echoes', 'shattered', 'dream', 'fragments', 'hope', 'scattered']","['shatter', 'echo', 'shatter', 'dream', 'fragment', 'hope', 'scatter']",0.0,Neutral
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,2022-04-18 11:30:00, RemorseWalker , Instagram , #Regret #PathOfRemorse ,25.0,50.0, Canada ,2022,4,18,11,"['avoiding', 'thorns', 'regret', 'walking', 'barefoot', 'path', 'remorse']","['avoid', 'thorn', 'regret', 'walk', 'barefoot', 'path', 'remors']",0.0,Neutral
443,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,2018-12-05 21:45:00, JoyLabyrinth , Facebook , #Grief #LostJoyFootsteps ,18.0,35.0, USA ,2018,12,5,21,"['labyrinth', 'grief', 'walls', 'echo', 'footsteps', 'lost', 'joy']","['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lost', 'joy']",0.0,Neutral
444,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,2016-06-28 14:20:00, SolitudeSeas , Twitter , #Loneliness #CrashingWaves ,22.0,45.0, UK ,2016,6,28,14,"['soul', 'adrift', 'sea', 'solitude', 'waves', 'loneliness', 'crashing', 'relentlessly']","['soul', 'adrift', 'sea', 'solitud', 'wave', 'loneli', 'crash', 'relentlessli']",0.0,Neutral
445,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,2019-10-22 17:00:00, PalateStainer , Instagram , #Bitterness #StainedTrust ,15.0,30.0, Germany ,2019,10,22,17,"['bitterness', 'betrayal', 'taste', 'lingers', 'staining', 'palate', 'trust']","['bitter', 'betray', 'tast', 'linger', 'stain', 'palat', 'trust']",0.0,Neutral
446,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,2021-03-15 22:45:00, HopeRuins , Facebook , #Desolation #WhisperedLoss ,28.0,55.0, Brazil ,2021,3,15,22,"['ruins', 'hope', 'echoes', 'shattered', 'dreams', 'whisper', 'tales', 'loss']","['ruin', 'hope', 'echo', 'shatter', 'dream', 'whisper', 'tale', 'loss']",-0.15,Negative
447,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,2017-08-10 19:30:00, OceanSinker , Twitter , #Heartbreak #RippleOfDespair ,22.0,45.0, France ,2017,8,10,19,"['sinking', 'like', 'stone', 'ocean', 'heartbreak', 'ripple', 'sigh', 'despair']","['sink', 'like', 'stone', 'ocean', 'heartbreak', 'rippl', 'sigh', 'despair']",0.0,Neutral
448,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,2023-01-28 14:30:00, InkJournalist , Instagram , #Grief #SilentTears ,30.0,60.0, India ,2023,1,28,14,"['tears', 'ink', 'staining', 'pages', 'journal', 'testament', 'silent', 'grief']","['tear', 'ink', 'stain', 'page', 'journal', 'testament', 'silent', 'grief']",-0.4,Negative
449,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,2016-12-12 10:00:00, TrustWasteland , Facebook , #Betrayal #ReverberatingPromises ,25.0,50.0, Italy ,2016,12,12,10,"['wasteland', 'lost', 'trust', 'echoes', 'broken', 'promises', 'reverberate']","['wasteland', 'lost', 'trust', 'echo', 'broken', 'promis', 'reverber']",-0.4,Negative
450,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,2020-07-18 15:15:00, DreamTightrope , Twitter , #Resilience #TightropeWalk ,35.0,70.0, Japan ,2020,7,18,15,"['avoiding', 'shards', 'shattered', 'dreams', 'walking', 'tightrope', 'resilience']","['avoid', 'shard', 'shatter', 'dream', 'walk', 'tightrop', 'resili']",0.0,Neutral
451,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,2022-05-20 20:30:00, EchoedLaughter , Instagram , #Isolation #SilentSolitude ,30.0,60.0, South Africa ,2022,5,20,20,"['suffocating', 'silence', 'solitude', 'where', 'echoes', 'laughter', 'thrived']","['suffoc', 'silenc', 'solitud', 'where', 'echo', 'laughter', 'thrive']",-0.5,Negative
452,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,2019-11-08 14:45:00, PossibilityGhost , Twitter , #Regret #FadingPossibilities ,18.0,35.0, Spain ,2019,11,8,14,"['haunted', 'specter', 'lost', 'possibilities', 'ghost', 'refuses', 'fade', 'away']","['haunt', 'specter', 'lost', 'possibl', 'ghost', 'refus', 'fade', 'away']",0.0,Neutral
453,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,2017-03-28 22:00:00, EndlessLabyrinth , Facebook , #Despair #EndlessReverberation ,28.0,55.0, Australia ,2017,3,28,22,"['labyrinth', 'despair', 'echoes', 'broken', 'heart', 'reverberate', 'endlessly']","['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverber', 'endlessli']",-0.2625,Negative
454,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,2020-09-15 18:15:00, RiverOfSorrow , Instagram , #Sorrow #AutumnLeaves ,22.0,45.0, Canada ,2020,9,15,18,"['sinking', 'like', 'autumn', 'leaves', 'river', 'sorrow', 'carried', 'away', 'current']","['sink', 'like', 'autumn', 'leav', 'river', 'sorrow', 'carri', 'away', 'current']",0.0,Neutral
455,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,2018-06-10 13:30:00, DreamGardener , Twitter , #Desolation #ShatteredHopes ,20.0,40.0, UK ,2018,6,10,13,"['garden', 'broken', 'dreams', 'petals', 'fall', 'silent', 'testimony', 'shattered', 'hopes']","['garden', 'broken', 'dream', 'petal', 'fall', 'silent', 'testimoni', 'shatter', 'hope']",-0.2,Negative
456,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,2016-12-22 21:45:00, CurrencyOfTears , Facebook , #Grief #LostLoveLonging ,25.0,50.0, USA ,2016,12,22,21,"['tears', 'currency', 'grief', 'spent', 'marketplace', 'lost', 'love', 'longing']","['tear', 'currenc', 'grief', 'spent', 'marketplac', 'lost', 'love', 'long']",-0.13333333333333333,Negative
457,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,2021-01-05 16:20:00, MazeWanderer , Instagram , #Betrayal #ClosingWalls ,15.0,30.0, Germany ,2021,1,5,16,"['wandering', 'maze', 'betrayal', 'walls', 'closing', 'every', 'wrong', 'turn']","['wander', 'maze', 'betray', 'wall', 'close', 'everi', 'wrong', 'turn']",-0.5,Negative
458,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,2019-04-18 11:00:00, StormSeeker , Twitter , #Heartbreak #CalmAfterStorm ,22.0,45.0, Brazil ,2019,4,18,11,"['soul', 'weathered', 'storm', 'heartbreak', 'seeking', 'refuge', 'calm']","['soul', 'weather', 'storm', 'heartbreak', 'seek', 'refug', 'calm']",0.30000000000000004,Positive
459,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,2017-08-28 19:30:00, TapestrySorrow , Facebook , #Despair #UnraveledHope ,18.0,35.0, India ,2017,8,28,19,"['tapestry', 'despair', 'threads', 'hope', 'unravel', 'leaving', 'portrait', 'sorrow']","['tapestri', 'despair', 'thread', 'hope', 'unravel', 'leav', 'portrait', 'sorrow']",0.0,Neutral
460,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2023-02-10 14:30:00, WitheredRose , Instagram , #Loss #SilentSurrender ,28.0,55.0, France ,2023,2,10,14,"['like', 'withered', 'rose', 'garden', 'love', 'petals', 'fall', 'silent', 'surrender', 'time']","['like', 'wither', 'rose', 'garden', 'love', 'petal', 'fall', 'silent', 'surrend', 'time']",0.3666666666666667,Positive
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,2022-07-10 22:15:00, LoveSongEcho , Instagram , #Heartache #LoveSongLonging ,30.0,60.0, Japan ,2022,7,10,22,"['void', 'heartache', 'echoes', 'love', 'song', 'play', 'note', 'pang', 'longing']","['void', 'heartach', 'echo', 'love', 'song', 'play', 'note', 'pang', 'long']",0.5,Positive
462,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,2019-05-15 21:30:00, MoonlitMemories , Twitter , #Nostalgia #CherishedMemories ,18.0,35.0, Italy ,2019,5,15,21,"['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherished', 'memories']","['nostalgia', 'bittersweet', 'danc', 'moonlit', 'ballroom', 'cherish', 'memori']",0.0,Neutral
463,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,2018-11-28 14:00:00, SymphonyOfTears , Facebook , #Grief #MelancholicMelody ,22.0,45.0, Germany ,2018,11,28,14,"['symphony', 'grief', 'tear', 'note', 'composing', 'melancholic', 'melody']","['symphoni', 'grief', 'tear', 'note', 'compos', 'melanchol', 'melodi']",-0.8,Negative
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,2021-03-02 17:45:00, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25.0,50.0, Canada ,2021,3,2,17,"['betrayal', 'venomous', 'serpent', 'slithering', 'garden', 'trust', 'poisoning', 'roots']","['betray', 'venom', 'serpent', 'slither', 'garden', 'trust', 'poison', 'root']",0.0,Neutral
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,2016-10-18 19:30:00, QuicksandFighter , Twitter , #Despair #DeepDescent ,20.0,40.0, USA ,2016,10,18,19,"['sinking', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']","['sink', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']",-0.1,Neutral
466,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,2020-08-15 12:30:00, DreamCemetery , Facebook , #Desolation #UntoldSorrows ,28.0,55.0, France ,2020,8,15,12,"['wandering', 'cemetery', 'lost', 'dreams', 'tombstones', 'marking', 'untold', 'sorrows']","['wander', 'cemeteri', 'lost', 'dream', 'tombston', 'mark', 'untold', 'sorrow']",0.0,Neutral
467,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,2017-04-28 16:20:00, RegretRiver , Instagram , #Regret #PastCurrents ,18.0,35.0, UK ,2017,4,28,16,"['swept', 'away', 'river', 'regret', 'currents', 'past', 'refusing', 'release']","['swept', 'away', 'river', 'regret', 'current', 'past', 'refus', 'releas']",-0.25,Negative
468,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,2019-09-10 21:00:00, HeartAttic , Twitter , #Loss #ForgottenLove ,22.0,45.0, Australia ,2019,9,10,21,"['whispers', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erased']","['whisper', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'eras']",0.5,Positive
469,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,2022-01-28 13:45:00, PromiseGallery , Facebook , #Betrayal #ShatteredVows ,15.0,30.0, Brazil ,2022,1,28,13,"['gallery', 'broken', 'promises', 'shattered', 'vow', 'framed', 'painful', 'exhibition']","['galleri', 'broken', 'promis', 'shatter', 'vow', 'frame', 'pain', 'exhibit']",-0.55,Negative
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,2016-06-15 22:30:00, EchoedConversation , Instagram , #Solitude #ShadowConversation ,30.0,60.0, Spain ,2016,6,15,22,"['echoes', 'solitude', 'silent', 'conversation', 'soul', 'shadows']","['echo', 'solitud', 'silent', 'convers', 'soul', 'shadow']",0.0,Neutral
471,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,2021-08-20 15:45:00, SunshineDancer , Instagram , #Joy #SimpleMoments ,40.0,80.0, USA ,2021,8,20,15,"['dancing', 'sunshine', 'step', 'celebration', 'joy', 'found', 'simple', 'moments']","['danc', 'sunshin', 'step', 'celebr', 'joy', 'found', 'simpl', 'moment']",0.4,Positive
472,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,2018-04-12 18:30:00, EchoedLaughter , Twitter , #Happiness #SpiritLifter ,35.0,70.0, Canada ,2018,4,12,18,"['laughter', 'echoes', 'air', 'chorus', 'happiness', 'lifts', 'spirit', 'higher']","['laughter', 'echo', 'air', 'choru', 'happi', 'lift', 'spirit', 'higher']",0.475,Positive
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2022-02-15 12:20:00, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25.0,50.0, UK ,2022,2,15,12,"['garden', 'contentment', 'bloom', 'whispers', 'tales', 'inner', 'peace', 'joy']","['garden', 'content', 'bloom', 'whisper', 'tale', 'inner', 'peac', 'joy']",0.4,Positive
474,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,2019-10-28 14:15:00, DreamChaser , Instagram , #Enthusiasm #HopefulJourney ,30.0,60.0, Australia ,2019,10,28,14,"['chasing', 'dreams', 'vibrant', 'sky', 'journey', 'fueled', 'hope', 'enthusiasm']","['chase', 'dream', 'vibrant', 'sky', 'journey', 'fuel', 'hope', 'enthusiasm']",0.16666666666666666,Positive
475,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,2017-12-22 21:00:00, StarSerenader , Twitter , #Gratitude #ThankfulMelody ,22.0,45.0, India ,2017,12,22,21,"['serenading', 'stars', 'heart', 'full', 'gratitude', 'melody', 'thankfulness']","['serenad', 'star', 'heart', 'full', 'gratitud', 'melodi', 'thank']",0.35,Positive
476,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,2020-06-10 17:30:00, GlowAchiever , Facebook , #Accomplishment #HappinessMilestone ,28.0,55.0, Germany ,2020,6,10,17,"['basking', 'glow', 'accomplishment', 'milestone', 'stepping', 'stone', 'happiness']","['bask', 'glow', 'accomplish', 'mileston', 'step', 'stone', 'happi']",0.7,Positive
477,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,2016-09-18 19:45:00, DanceHarmony , Instagram , #Positivity #SoulUpliftment ,18.0,35.0, France ,2016,9,18,19,"['dance', 'positivity', 'every', 'step', 'rhythm', 'uplifting', 'soul', 'harmony']","['danc', 'posit', 'everi', 'step', 'rhythm', 'uplift', 'soul', 'harmoni']",0.0,Neutral
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,2023-03-10 14:30:00, LaughterCup , Twitter , #Joy #CherishedMoment ,20.0,40.0, Japan ,2023,3,10,14,"['overflowing', 'joy', 'cup', 'laughter', 'shared', 'friends', 'moment', 'cherished']","['overflow', 'joy', 'cup', 'laughter', 'share', 'friend', 'moment', 'cherish']",0.8,Positive
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,2019-05-05 12:15:00, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25.0,50.0, Brazil ,2019,5,5,12,"['draped', 'warmth', 'kindness', 'quilt', 'compassion', 'stitched', 'love']","['drape', 'warmth', 'kind', 'quilt', 'compass', 'stitch', 'love']",0.5,Positive
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,2018-08-28 16:00:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30.0,60.0, South Africa ,2018,8,28,16,"['garden', 'friendships', 'bloom', 'testament', 'beauty', 'camaraderie']","['garden', 'friendship', 'bloom', 'testament', 'beauti', 'camaraderi']",0.0,Neutral
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,2022-11-15 20:45:00, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35.0,70.0, USA ,2022,11,15,20,"['embrace', 'love', 'heartbeat', 'melody', 'dancing', 'rhythm', 'affection']","['embrac', 'love', 'heartbeat', 'melodi', 'danc', 'rhythm', 'affect']",0.5,Positive
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,2019-07-02 17:00:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40.0,80.0, Canada ,2019,7,2,17,"['surrounded', 'colors', 'joy', 'canvas', 'painted', 'laughter', 'endless', 'smiles']","['surround', 'color', 'joy', 'canva', 'paint', 'laughter', 'endless', 'smile']",0.3375,Positive
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,2021-04-18 14:20:00, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30.0,60.0, UK ,2021,4,18,14,"['symphony', 'excitement', 'note', 'burst', 'energy', 'igniting', 'soul', 'fervor']","['symphoni', 'excit', 'note', 'burst', 'energi', 'ignit', 'soul', 'fervor']",0.0,Neutral
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2023-02-05 19:30:00, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25.0,50.0, Australia ,2023,2,5,19,"['surprise', 'gift', 'wrapped', 'anticipation', 'unfolds', 'moment', 'delight', 'wonder']","['surpris', 'gift', 'wrap', 'anticip', 'unfold', 'moment', 'delight', 'wonder']",0.0,Neutral
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,2018-09-22 12:45:00, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22.0,45.0, India ,2018,9,22,12,"['lost', 'maze', 'curiosity', 'twist', 'turn', 'unveils', 'treasures', 'discovery']","['lost', 'maze', 'curios', 'twist', 'turn', 'unveil', 'treasur', 'discoveri']",0.0,Neutral
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,2016-12-10 21:15:00, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28.0,55.0, Germany ,2016,12,10,21,"['floating', 'clouds', 'gratitude', 'raindrop', 'blessing', 'shower', 'thankfulness']","['float', 'cloud', 'gratitud', 'raindrop', 'bless', 'shower', 'thank']",0.0,Neutral
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,2020-05-28 16:00:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18.0,35.0, France ,2020,5,28,16,"['like', 'comet', 'inspiration', 'streaking', 'sky', 'creativity', 'leaving', 'trails', 'brilliance']","['like', 'comet', 'inspir', 'streak', 'sky', 'creativ', 'leav', 'trail', 'brillianc']",0.0,Neutral
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,2017-11-15 22:30:00, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22.0,45.0, Japan ,2017,11,15,22,"['celebration', 'success', 'fireworks', 'accomplishment', 'light', 'night', 'sky', 'triumph']","['celebr', 'success', 'firework', 'accomplish', 'light', 'night', 'sky', 'triumph']",0.35,Positive
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,2021-08-02 19:00:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30.0,60.0, Brazil ,2021,8,2,19,"['symphony', 'laughter', 'note', 'key', 'unlocking', 'door', 'boundless', 'happiness']","['symphoni', 'laughter', 'note', 'key', 'unlock', 'door', 'boundless', 'happi']",0.16666666666666666,Positive
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,2019-03-28 15:30:00, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35.0,70.0, South Africa ,2019,3,28,15,"['carnival', 'emotions', 'rollercoaster', 'thrill', 'sends', 'heart', 'wild', 'ride']","['carniv', 'emot', 'rollercoast', 'thrill', 'send', 'heart', 'wild', 'ride']",0.1,Neutral
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,2018-05-12 17:30:00, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28.0,55.0, France ,2018,5,12,17,"['standing', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauty', 'parisian', 'dreams']","['stand', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauti', 'parisian', 'dream']",0.0,Neutral
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,2022-09-28 15:45:00, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30.0,60.0, USA ,2022,9,28,15,"['lost', 'enchantment', 'disneyland', 'ride', 'journey', 'realm', 'childhood', 'fantasies']","['lost', 'enchant', 'disneyland', 'ride', 'journey', 'realm', 'childhood', 'fantasi']",0.0,Neutral
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,2019-11-10 14:00:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22.0,45.0, Italy ,2019,11,10,14,"['exploring', 'wonders', 'ferrari', 'world', 'roar', 'engines', 'creating', 'symphony', 'speed']","['explor', 'wonder', 'ferrari', 'world', 'roar', 'engin', 'creat', 'symphoni', 'speed']",0.0,Neutral
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,2021-04-02 18:20:00, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35.0,70.0, Netherlands ,2021,4,2,18,"['amidst', 'tulip', 'fields', 'keukenhof', 'tapestry', 'colors', 'paints', 'soul', 'springtime', 'joy']","['amidst', 'tulip', 'field', 'keukenhof', 'tapestri', 'color', 'paint', 'soul', 'springtim', 'joy']",0.8,Positive
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,2017-08-22 21:30:00, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18.0,35.0, Japan ,2017,8,22,21,"['wandering', 'historical', 'streets', 'kyoto', 'step', 'journey', 'heart', 'japan', 'traditions']","['wander', 'histor', 'street', 'kyoto', 'step', 'journey', 'heart', 'japan', 'tradit']",0.0,Neutral
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,2020-06-15 16:45:00, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25.0,50.0, USA ,2020,6,15,16,"['embrace', 'grand', 'canyon', 'nature', 'masterpiece', 'moment', 'marvel', 'earth', 'grandeur']","['embrac', 'grand', 'canyon', 'natur', 'masterpiec', 'moment', 'marvel', 'earth', 'grandeur']",0.5,Positive
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,2016-09-10 19:15:00, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22.0,45.0, Greece ,2016,9,10,19,"['journeying', 'serenity', 'santorini', 'where', 'sunset', 'paints', 'sky', 'hues', 'tranquility']","['journey', 'seren', 'santorini', 'where', 'sunset', 'paint', 'sky', 'hue', 'tranquil']",0.0,Neutral
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,2023-01-28 13:00:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30.0,60.0, Jordan ,2023,1,28,13,"['amazed', 'architectural', 'marvels', 'petra', 'stone', 'telling', 'tales', 'ancient', 'civilization']","['amaz', 'architectur', 'marvel', 'petra', 'stone', 'tell', 'tale', 'ancient', 'civil']",0.0,Neutral
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,2019-04-18 16:30:00, VeniceRomantic , Instagram , #Romance #TimelessCity ,20.0,40.0, Italy ,2019,4,18,16,"['embarking', 'gondola', 'ride', 'venice', 'canal', 'reflecting', 'romance', 'timeless', 'city']","['embark', 'gondola', 'ride', 'venic', 'canal', 'reflect', 'romanc', 'timeless', 'citi']",0.0,Neutral
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,2017-11-05 22:00:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28.0,55.0, Peru ,2017,11,5,22,"['summit', 'machu', 'picchu', 'breathtaking', 'panorama', 'whispers', 'secrets', 'ancient', 'civilizations']","['summit', 'machu', 'picchu', 'breathtak', 'panorama', 'whisper', 'secret', 'ancient', 'civil']",1.0,Positive
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,2022-07-20 21:45:00, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35.0,70.0, USA ,2022,7,20,21,"['heart', 'new', 'york', 'city', 'times', 'square', 'dazzles', 'lights', 'vibrant', 'spectacle', 'urban', 'energy']","['heart', 'new', 'york', 'citi', 'time', 'squar', 'dazzl', 'light', 'vibrant', 'spectacl', 'urban', 'energi']",0.101010101010101,Positive
